Name,Parsed Name,Title,Category,Level,Type,System
PSU Off,Power Supply Unit Off,the Power Supply Unit turned Off,Hardware,Info,Functional,Neteco
Force Battery On,Force Battery On,the Battery system was forcibly turned On,Hardware,Emergency,Functional,Neteco
Internal Fault,Internal Fault,an Internal Fault occurred,Hardware,Failure,Functional,Neteco
Miss Amb Temp1,Miss Amb Temp1,the Ambient Temperature data was missing,Hardware,Info,Functional,Neteco
Miss Amb Humi1,Miss Amb Humi1,the Ambient Humidity data was missing,Hardware,Info,Functional,Neteco
Abnormal System Voltage Check,Abnormal System Voltage Check,the System Voltage Check was abnormal,Power,Info,Functional,Neteco
Infrared Sensor Alarm,Infrared Sensor Alarm,Infrared Sensor had problems,Hardware,Info,Functional,Neteco
Mobile DG Required,Mobile DG Required,the Mobile Diesel Generator was Required,Power,Info,Functional,Neteco
Routine Maintenance Reminder,Routine Maintenance Reminder,a power system Routine Maintenance must take place,Hardware,Info,Functional,Neteco
Smoke Alarm,Smoke Alarm,a Smoke was detected in the power system,Hardware,Emergency,Functional,Neteco
Load Fuse1 Broken,Load Fuse1 Broken,the First Load Fuse Broke,Hardware,Failure,Functional,Neteco
AC SPD Failure,Alternating Current SPD Failure,an Alternating Current source Failed,Power,Failure,Functional,Neteco
SMU Internal Fault,Energy Storage Management Unit Internal Fault,an Internal Fault occurred in the Energy Storage Management Unit,Hardware,Failure,Functional,Neteco
Alarm For Spare DI 2,Alarm For Spare Dry Contact Input Two,the second Dry Contact Input alarm sounded,Hardware,Info,Functional,Neteco
Alarm For Spare DI 1,Alarm For Spare Third Dry Contact Input One,the first Dry Contact Input alarm sounded,Hardware,Info,Functional,Neteco
Internal Fan 1 Fault,Internal Fan One Fault,the first Internal Fan stopped working,Hardware,Emergency,Functional,Neteco
Battery Attenuation,Battery Attenuation,a Battery voltage Attenuation detected,Power,Info,Functional,Neteco
Rectifier Communication Failure,Rectifier Communication Failure,the Communication Failed in the power Rectifier,Software,Failure,Functional,Neteco
Battery Low Temperature,Battery Low Temperature,the Battery Temperature went low,Power,Info,Functional,Neteco
BBU CPRI Interface Error,,a Public Radio Interface Error occurred in the Baseband Unit,Hardware,Info,Functional,MAE
Local Cell Unusable,,the Local communication Cell was Unusable,Hardware,Failure,Functional,MAE
RF Unit Maintenance Link Failure,,a Maintenance Link Failed in the Radio Frequency Unit,Hardware,Failure,Functional,MAE
GSM Local Cell Unusable,,the Local communication Cell was Unusable in the Global System for Mobile Communication system,Hardware,Failure,Functional,MAE
RF Unit DC Input Power Failure,,an Input Power source Failed in the Radio Frequency Unit,Power,Failure,Functional,MAE
Generator ON,,the Diesel Generator was started,Power,Info,Functional,MAE
Ampere On,,the Ampere source was started,Power,Info,Functional,MAE
Remote Maintenance Link Failure,,the Remote Maintenance Link Failed,Hardware,Failure,Networking,MAE
External Clock Reference Problem,,a Reference Problem occurred in the External Clock,Software,Info,Functional,MAE
IP Clock Link Failure,,the Clock Link Failed in the Internet Protocol,Software,Failure,Functional,MAE
Generator Low Fuel,,the Diesel Generator Fuel nearly depleted,Power,Info,Functional,MAE
Cell Unavailable,,the communication Cell was Unavailable,Hardware,Failure,Functional,MAE
Low Battery Voltage,,the Battery Voltage went low,Hardware,Info,Functional,MAE
Power Supply DC Output Out of Range,,the Power Supply Current went Out of Range,Hardware,Info,Functional,MAE
X2 Interface Fault,,the Interface Failed between the evolved communication Nodes,Software,Failure,Networking,MAE
RF Unit External Power Supply Insufficient,,the External Power Supply was Insufficient in the Radio Frequency Unit,Hardware,Info,Functional,MAE
eNodeB S1 Control Plane Transmission Interruption,,a Transmission was Interrupted in the Control Plane of the Evolved Node Interface,Software,Info,Functional,MAE
Transmission Optical Interface Error,,a Transmission Optical Interface Error occured,Software,Info,Functional,MAE
Radio Signaling Link Disconnected,,the Radio Signaling Link was Disconnected,Hardware,Failure,Networking,MAE
UMTS Cell Unavailable,,the Universal Mobile Telecommunications System Cell was Unavailable,Hardware,Failure,Functional,MAE
NodeB Unavailable,,the communication Node was Unavailable,Hardware,Failure,Functional,MAE
UMTS Cell MC-HSDPA Function Fault,,a Function Failed at the Universal Mobile Telecommunications System Cell Multi Carrier High Speed DownLink Packet Access,Hardware,Info,Functional,MAE
FCB Mains Failure,,the Mains system Failed,Hardware,Info,Functional,MAE
Adjacent Node IP Address Ping Failure,,an Address Ping Failed in the Adjacent Node Internet Protocol,Software,Info,Networking,MAE
NodeB Audit No Response,,the communication Node Audit gave No Response,Software,Info,Functional,MAE
Sensor Failure,,a Sensor stopped working,Hardware,Info,Functional,MAE
Cabinet Air Inlet Temperature Unacceptable,,Cabinet Air Inlet Temperature Unacceptable,Hardware,Emergency,Functional,MAE
OML Fault,,a Link Failed at the Operation and Maintenance system,Hardware,Failure,Networking,MAE
ESL Link Fault,,a Link Failed at the Extended Signaling system,Hardware,Failure,Networking,MAE
CF HU 2 Mains Failure,,the second Mains Failed in the Critical Facility,Hardware,Info,Functional,MAE
UMTS Cell Common Channel Setup Failed,,Universal Mobile Telecommunications System Cell Common Channel Setup Failed,Configuration,Failure,Functional,MAE
Statistical Alarm,,the Statistical Alarm sounded,Hardware,Emergency,Functional,MAE
Base Station DC Power Supply Abnormal,,the Power Supply was Abnormal in the Base Station,Power,Info,Functional,MAE
Mains Failure,,the Mains source Failed,Hardware,Info,Functional,MAE
NE Is Disconnected,,the network element was Disconnected,Hardware,Failure,Functional,MAE
LI HW X1 Interface Link Status Fault,,a Hardware Interface Link Status Failed,Configuration,Failure,Functional,MAE
GSM Cell out of Service,,the Cell went out of Service at the Global System for Mobile Communications,Hardware,Failure,Functional,MAE
CSL Fault,,the link that carries operation and maintenance information Failed,Hardware,Failure,Networking,MAE
Monitoring Device Maintenance Link Failure,,a Link Failed in Monitoring Device Maintenance,Hardware,Failure,Networking,MAE
Fan Stalled,,the Fan Stalled,Hardware,Emergency,Functional,MAE
S1ap Link Down,,a Link was Down in the application protocol of interface between the Long Term Evaluation Radio Access Network and evolved packet core,Hardware,Failure,Networking,MAE
CF DWDM Generator2 On,,the second Diesel Generator was started in the Critical Facility,Power,Info,Functional,MAE
RF Unit RX Channel RTWP/RSSI Too Low,,Radio Frequency Unit Receivers Channel for the Received Total Wideband Power was Too Low,Hardware,Info,Functional,MAE
CF DWDM AC Failure S1,,the Alternating Current source Failed in the Critical Facility,Power,Failure,Functional,MAE
UMTS Cell Max DL Power Mismatch,,a Power Mismatch was detected in the Universal Mobile Telecommunications System Cell Max Downlink,Power,Failure,Functional,MAE
CF DWDM AC Failure M1,,the Alternating Current source Failed in the Critical Facility,Power,Failure,Functional,MAE
RF Unit Input Power Out of Range,,the Power went Out of Range in the Radio Frequency Unit,Hardware,Info,Functional,MAE
Cell RX Channel Interference Noise Power Unbalanced,,the Noise Power was Unbalanced in the Cell Receivers Channel Interference,Hardware,Info,Functional,MAE
Ethernet Link Fault,,Ethernet Link Failed,Hardware,Failure,Networking,MAE
Path Fault,,a Path Fault was detected,Software,Info,Networking,MAE
CF HU Mains Failure,,the Mains Failed in the Critical Facility,Hardware,Info,Functional,MAE
CF DWDM Fire Alarm Panel Fault,,the Fire Alarm Panel Failed in the Critical Facility,Hardware,Emergency,Functional,MAE
SCTP IP Pair Unreach,,the Internet Protocol Pair could not be reached in the Stream Control Transmission Protocol,Software,Info,Networking,MAE
SCTP Link Fault,,a Link Failed in the Stream Control Transmission Protocol,Hardware,Failure,Networking,MAE
Adjacent Node IP Path Ping Failure,,a Ping Failed in the Adjacent Node Internet Protocol Path,Software,Info,Networking,MAE
Fuse Alarm,,the Fuse Alarm sounded,Hardware,Emergency,Functional,MAE
RF Unit TX Channel Gain Out of Range,,the Gain went Out of Range in the Transmiters Channel of the Radio Frequency Unit,Hardware,Info,Functional,MAE
Time Synchronization Failure,,the Time Synchronization Failed,Software,Failure,Functional,MAE
Inter-System Communication Failure,,the Inter System Communication Failed,Software,Failure,Networking,MAE
ALD Maintenance Link Failure,,the Maintenance Link Failed in the Antenna Line Device,Hardware,Failure,Networking,MAE
RF Unit RX Channel RTWP/RSSI Unbalanced,,Radio Frequency Unit Receivers for the Channel Received Total Wideband Power Unbalanced,Hardware,Info,Functional,MAE
BBU Board Maintenance Link Failure,,the Maintenance Link Failed in the Baseband Unit Board,Hardware,Failure,Networking,MAE
RF Unit CPRI Interface Error,,an Interface Error occurred in the Radio Frequency Unit,Hardware,Info,Functional,MAE
C/D interface location update flux over load,,an interface location update flux overloaded,Hardware,Info,Networking,MAE
CF Generator ON,,the Critical Facility Diesel Generator was turned on,Power,Info,Functional,MAE
RF Unit Optical Module Fault,,the Optical Module Failed in the Radio Frequency Unit,Hardware,Failure,Functional,MAE
RF Unit VSWR Threshold Crossed,,the voltage standing wave ratio Threshold was Crossed in the Radio Frequency Unit,Hardware,Info,Functional,MAE
Generator Failure,,the Diesel Generator Failed,Power,Failure,Functional,MAE
Fire Alarm Trouble,,the Fire Alarm suffered some Trouble,Hardware,Emergency,Functional,MAE
RF Unit Software Program Error,,a Software Program Error occurred in the Radio Frequency Unit,Software,Failure,Functional,MAE
Failed to Send the Remote Notification,,Failed to Send the Remote Notification,Software,Info,Networking,MAE
Rectifier Fault,,the Rectifier Failed,Hardware,Failure,Functional,MAE
All Clock Reference Sources Unavailable,,All Clock Reference Sources were Unavailable,Software,Failure,Functional,MAE
CF DWDM Generator ON,,the Diesel Generator was started of the Dense Wavelength Division Multiplexing in the Critical Facility,Power,Info,Functional,MAE
Abnormal Reference Source,,an Abnormal Reference Source detected,Hardware,Info,Functional,MAE
Satellite Signal Receiving Failure,,the Satellite Signal Receiving Failed,Hardware,Failure,Functional,MAE
MAC Excessive Frame Error Rate,,an Excessive Frame Error Rate was recorded in the Meduim Access Control,Software,Info,Networking,MAE
Monitoring Device Power Supply Problem,,a Power Supply Problem occurred in the Monitoring Device,Power,Failure,Functional,MAE
CF Power Room UPS Mains Failure,,the Uninterruptible Power Supply Mains Failed in the Critical Facility Power Room,Hardware,Failure,Functional,MAE
CF Power Room UPS 2 Mains Failure,,the second Uninterruptible Power Supply Mains Failed in the Critical Facility Power Room,Hardware,Failure,Functional,MAE
CF EL Rectifier Fault,,a Rectifier Failed in the Critical Facility,Hardware,Failure,Functional,MAE
KPI Exceed Threshold,,the Key Performance Indicators Exceeded the Threshold,Software,Info,Functional,MAE
Cell Capability Degraded,,the Cell Capability was Degraded,Hardware,Info,Functional,MAE
FCB High Temperature,,High Temperature was recorded,Hardware,Info,Functional,MAE
LAPD Link Congestion,,the link access procedure over the fourth channel Link Congested,Hardware,Info,Networking,MAE
CF Power Room High Temperature,,a High Temperature was recorded in the Power Room of the Critical Facility,Hardware,Info,Functional,MAE
CF Fire Alarm Panel Fault,,a Fire Alarm sounded in the panel of the Critical Facility,Hardware,Emergency,Functional,MAE
Inter-Board CANBUS Communication Failure,,a Communication Failed at the Inter Board of the controller Area Network,Software,Info,Networking,MAE
External Clock Reference Not Configured,,the External Clock Reference was Not Configured,Configuration,Info,Functional,MAE
Ambient Humidity Unacceptable,,the Ambient Humidity reading was Unacceptable,Hardware,Info,Functional,MAE
Battery Not In Position,,the Battery was Not In the proper Position,Hardware,Info,Functional,MAE
Configured Capacity Limit Exceeding Licensed Limit,,the Configured Capacity Limit Exceeded the Licensed Limit,Configuration,Info,Functional,MAE
CF Generator On,,the Diesel Generator was started in the Critical Facility,Power,Info,Functional,MAE
CF Power Room EM Mains Failure,,the Mains Failed at the Equipment Management of the Critical Facility Power Room,Power,Info,Functional,MAE
Mains Input Out of Range,,the Mains Input went Out of Range,Power,Info,Functional,MAE
System Dynamic Traffic Exceeding Licensed Limit,,the System Dynamic Traffic Exceeded the Licensed Limit,Software,Info,Networking,MAE
CF Power Room 2 UPS 2 Mains Failure,,the second Uninterruptible Power Supply Mains Failed in the second Critical Facility Power Room,Power,Failure,Functional,MAE
CF Load Gear Trip,,Critical Facility Load Gear Trip,Hardware,Info,Functional,MAE
CF Power Room 2 UPS Mains Failure,,the Uninterruptible Power Supply Mains Failed in the second Critical Facility Power Room,Power,Failure,Functional,MAE
CF Tank Level Panel Failure,,a Tank Level failure occurred in the Critical Facility panel,Hardware,Info,Functional,MAE
CF Power Room AC Failure M2,,Critical Facility Power Room Alternating Current Failure in the first module,Power,Failure,Functional,MAE
CF Power Room AC Failure M1,,Critical Facility Power Room Alternating Current Failure in the second module,Power,Failure,Functional,MAE
CF AC Failure M6,,the sixth Critical Facility Alternating Current Failed,Power,Failure,Functional,MAE
CF AC Failure M5,,the fifth Critical Facility Alternating Current Failed,Power,Failure,Functional,MAE
CF AC Failure M4,,the fourth Critical Facility Alternating Current Failed,Power,Failure,Functional,MAE
CF AC Failure M3,,the third Critical Facility Alternating Current Failed,Power,Failure,Functional,MAE
CF AC Failure M2,,the second Critical Facility Alternating Current Failed,Power,Failure,Functional,MAE
CF AC Failure M1,,the first Critical Facility Alternating Current Failed,Power,Failure,Functional,MAE
Remote Maintenance Link Running Data and Configuration Mismatch,,a Configuration Mismatch occurred when Remote Maintenance Link was Running,Configuration,Failure,Functional,MAE
CF High Temperature,,a Critical Facility High Temperature was recorded,Hardware,Info,Functional,MAE
CF AC Failure S2,,Critical Facility Alternating Current Failed,Power,Failure,Functional,MAE
CF AC Failure S1,,the Alternating Current source Failed in the Interface between network Node and the evolved packet core in the Critical Facility,Power,Failure,Networking,MAE
CF Generator2 ON,,the second Diesel Generator was started in the Critical Facility,Power,Info,Functional,MAE
CF Power Room Fire Alarm Panel Fault,,a fire alarm sounded in the panel of the Critical Facility Power Room,Hardware,Emergency,Functional,MAE
UMTS Cell HSUPA Function Fault,,a Function Failed in the Universal Mobile Telecommunications System Cell High Speed DownLink Packet Access,Software,Info,Functional,MAE
UMTS Cell HSDPA Function Fault,,a Function Failed in the Universal Mobile Telecommunications System Cell High Speed DownLink Packet Access,Software,Info,Functional,MAE
Inter-Board Service Link Failure,,a Service Link Failed between Boards,Hardware,Failure,Networking,MAE
CF Power Room 2 Fire Alarm Panel Fault,,a fire alarm sounded in the panel of the Critical Facility second Power Room,Hardware,Emergency,Functional,MAE
CF Power Room UPS General Fault,,an Uninterruptible Power Supply General Fault occurred in the Critical Facility Power Room,Power,Failure,Functional,MAE
CF Power Room UPS 2 General Fault,,the second Uninterruptible Power Supply Failed in the Critical Facility Power Room,Power,Failure,Functional,MAE
CF Power Room 3 Fire Alarm Panel Fault,,a fire alarm sounded in the panel of the Critical Facility third Power Room,Hardware,Emergency,Functional,MAE
CF EL 2 Battery Disconnection,,the Battery was Disconnected in the Critical Facility,Power,Failure,Functional,MAE
CF EL 2 Mains Failure,,the Mains Failed in the Critical Facility,Power,Info,Functional,MAE
CF AC Split Failure,,Failed to split the Alternating Current at the Critical Facility,Power,Failure,Functional,MAE
Carrier Configuration Error,,a Carrier Configuration Error occured,Configuration,Failure,Functional,MAE
CF Generator2 on,,the second Diesel Generator was started in the Critical Facility,Power,Info,Functional,MAE
CF DWDM AC Failure M2,,the Alternating Current source Failed in the Critical Facility Dense Wavelength Division Multiplexing,Power,Failure,Functional,MAE
CF DWDM High Temperature,,a High Temperature was recorded in the Dense Wavelength Division Multiplexing at the Critical Facility,Hardware,Info,Functional,MAE
Communications Between CG and SGSN Interrupted,,Communications Between Charging Gateway and Serving General Packet Radio Service Support Node Interrupted,Software,Info,Networking,MAE
CF High Temperature S2,,a High Temperature was recorded In the Critical Facility,Hardware,Info,Functional,MAE
RF Unit Clock Problem,,a Clock Problem occurred in the Radio Frequency Unit,Software,Info,Functional,MAE
Burglar Alarm,,Burglar Alarm sounded,Hardware,Emergency,Functional,MAE
Cell Output Power too Low,,a degredation the Cell Output Power was recorded,Hardware,Info,Functional,MAE
The GSN Does not Respond to the CG,,The General Packet Radio Service Support Node Does not Respond to the Charging Gateway,Software,Info,Networking,MAE
RF Unit Hardware Fault,,the hardware failed in the Radio Frequency Unit,Hardware,Failure,Functional,MAE
FCB Door Open,,a Door was Opened,Hardware,Emergency,Functional,MAE
Task execution failure alarm,,Task execution failed,Software,Failure,Functional,MAE
Generator2 ON,,the second Diesel Generator was started,Power,Info,Functional,MAE
BBU DC Output Out of Range,,the Direct Current output went Out of Range in the Baseband Unit,Power,Info,Functional,MAE
CF DWDM AC Failure M3,,the Alternating Current Failed in the Critical Facility Dense Wavelength Division Multiplexing,Power,Failure,Functional,MAE
High Temperature 2,,a High Temperature was recorded,Hardware,Info,Functional,MAE
RF Unit ALD Current Out of Range,,the Electrical Current was Out of Range in the Antenna Line Device of the Radio Frequency Unit,Power,Info,Functional,MAE
GTPC Tunnel Path Broken,,the Tunnel Path Broke at the General Packet Radio Service Tunneling Protocol,Software,Failure,Networking,MAE
Power Module and Monitoring Module Communication Failure,,the Communication Failed between the Power Module and the Monitoring Module,Software,Info,Networking,MAE
Battery Power Unavailable,,the Battery Power was Unavailable,Power,Info,Functional,MAE
CF EL Mains Failure,,the Mains Failed in the Critical Facility,Power,Info,Functional,MAE
CF EL 2 Rectifier Fault,,the Rectifier Failed in the Critical Facility,Hardware,Failure,Functional,MAE
SCTP Link Congestion,,the Link Congested in the Stream Control Transmission Protocol,Hardware,Info,Networking,MAE
S1 Interface Fault,,the Interface failed between communication Node and the evolved packet core,Software,Failure,Networking,MAE
High Temperature,,a High Temperature was recorded,Hardware,Info,Functional,MAE
CF Zone 2 High Temperature,,a High Temperature was recorded in the second critical Facility Zone,Hardware,Info,Functional,MAE
CF HU3 Mains Failure,,the power Mains Failed in the Critical Facility,Power,Info,Functional,MAE
CF Door Open,,Critical Facility Door was Opened,Hardware,Emergency,Functional,MAE
CF EL Fuse Alarm,,the Fuse Alarm sounded in the Critical Facility,Hardware,Emergency,Functional,MAE
Battery Current Out of Range,,the Battery Current was Out of Range,Power,Info,Functional,MAE
RAN IP/ATM Bearer Status Fault,,a Bearer Failed in the radio access network Asynchronous Transfer Mode,Hardware,Failure,Networking,MAE
BBU CPRI Optical Module or Electrical Port Not Ready,,either the Optical Module or the Electrical Port was not ready in the Baseband Unit,Software,Info,Functional,MAE
CF HU Low Battery Voltage,,the Battery Voltage went low at the Critical Facility,Power,Info,Functional,MAE
KPI Decrease Exceeding Threshold,,Key Performance Indicators Decrease Exceeded the set Threshold,Software,Info,Functional,MAE
Database backup failure,,Database backup failed,Configuration,Info,Functional,MAE
Communication between the IO board of network port and DSS is interrupted.,,Communication between the Input and Output board of network port and Digital Subscriber Signaling is interrupted,Software,Info,Networking,MAE
BBU CPRI Optical Module Fault,,the Optical Module failed at the Public Radio Interface of the Baseband Unit,Hardware,Failure,Functional,MAE
Decline of KPI entity exceeds threshold,,the Decline of Key Performance Indicators entity exceeded the threshold,Software,Info,Functional,MAE
Load Disconnect,,the Load was Disconnected,Hardware,Info,Functional,MAE
Building UPS Alert,,the Building Uninterruptible Power Supply was triggered,Power,Info,Functional,MAE
Path Configuration Error,,an error occurred at the Path Configuration,Configuration,Failure,Functional,MAE
Door Open,,the Door was opened,Hardware,Emergency,Functional,MAE
MTP3 link failure,,a link failed at the message transfer part level? three,Hardware,Failure,Networking,MAE
SCTP Link IP Address Unreachable,,the internet link address was unreachable in the Stream Control Transmission Protocol,Software,Info,Networking,MAE
There are CDRs in SRU hard disk,,There are Call Detail Records in Routing and switching board hard disk,Hardware,Info,Functional,MAE
Board Hardware Fault,,a Hardware Fault occurred at the Board,Hardware,Failure,Functional,MAE
No response from the CG,,No response from the Charging Gateway,Software,Info,Functional,MAE
RF Unit Temperature Unacceptable,,the Temperature was Unacceptable in the Radio Frequency Unit,Hardware,Info,Functional,MAE
Number of Resources Used Reaching Alarm Threshold Specified by License,,Many of the used Resources Reached the Alarm Threshold Specified by License,Software,Info,Functional,MAE
Board Port Detection Abnormal,,the Port Detection was abnormal in the board,Hardware,Info,Functional,MAE
Free Storage Space Insufficient,,Free Storage Space was Insufficient,Software,Info,Functional,MAE
License Feature Expiring Precaution,,the License Feature Expires soon,Software,Info,Functional,MAE
License File Expiring Precaution,,the License File Expires soon,Software,Info,Functional,MAE
CF DWDM Low Fuel,,Fuel nearly depleted at the Dense Wavelength Division Multiplexing of the Critical Facility,Power,Info,Functional,MAE
License about to expire,,the License is about to expire,Software,Info,Functional,MAE
SCTP association retransmission above the threshold,,the association of Stream Control Transmission Protocol was retransmitted above the threshold,Software,Info,Networking,MAE
Cell PS Service Faulty,,the Packet Switched Service Failed at the Cell,Software,Failure,Functional,MAE
Base Station Service Overload,,Base Station Service was Overloaded,Software,Info,Functional,MAE
CPU Overload,,the Central Processing Unit suffered an Overload,Software,Info,Functional,MAE
Disk Space Is Insufficient,,the Disk Space was Insufficient,Software,Info,Functional,MAE
Board Overload,,the Board suffered from Overload,Software,Info,Functional,MAE
NTP connection failed,,the Network Transfer Protocol Server connection failed,Software,Info,Networking,MAE
CF HU Rectifier Fault,,the Rectifier Failed in the Critical Facility,Hardware,Failure,Functional,MAE
Module level decline of KPI entity exceeds threshold,,the Module level decline of Key Performance Indicators entity exceeded the threshold,Software,Info,Functional,MAE
CF DWDM High Temperature S2,,a High Temperature was recorded in the Critical Facility Dense Wavelength Division Multiplexing,Hardware,Info,Functional,MAE
License is about to use up,,the License is about to be used up,Software,Info,Functional,MAE
Radio Link Failure,,the Radio Link Failed,Hardware,Failure,Networking,MAE
BSS Internal Voice Channel Abnormal,,the Internal Voice Channel was Abnormal in the Base Station Subsystem,Hardware,Info,Functional,MAE
Trunk Congestion Alarm,,the Trunk Congestion Alarm sounded,Hardware,Info,Functional,MAE
M3UA link fault,,the Message Transfer User Adaptation Layer link failed,Hardware,Failure,Networking,MAE
Number of trunk group's fault circuits exceed threshold,,the Number of trunk group fault circuits exceeded the threshold,Hardware,Info,Functional,MAE
M3UA destination entity is inaccessible,,the Message Transfer User Adaptation Layer destination entity was inaccessible,Software,Info,Functional,MAE
M3UA route is unavailable,,the Message Transfer User Adaptation Layer route was unavailable,Software,Info,Functional,MAE
SDH/STM-1 path fault,,the first Synchronous Digital Hierarchy or Transport Modules path failed,Software,Failure,Networking,MAE
Battery Disconnection,,Battery Disconnection,Power,Info,Functional,MAE
Carrier No Traffic,,No Traffic was detected in the Carrier,Software,Info,Networking,MAE
Board Software Synchronization Failure,,Board Software Synchronization Failed,Software,Failure,Functional,MAE
RF Unit Overload,,Radio Frequency Unit was Overloaded,Software,Info,Functional,MAE
CF Generator2 Failure,,the second Diesel Generator Failed at the Critical Facility,Power,Failure,Functional,MAE
High Battery Voltage,,High Battery Voltage detected,Power,Info,Functional,MAE
CF Low Fuel,,the fuel nearly depleted in the Critical Facility,Power,Info,Functional,MAE
CF Generator Failure,,the Diesel Generator Failed in the Critical Facility,Power,Failure,Functional,MAE
UMTS Cell Setup Failed,,the Cell Setup Failed at the Universal Mobile Telecommunications System,Configuration,Failure,Functional,MAE
Logical Object Binding Error,,a Logical Object Binding Error occurred,Software,Failure,Functional,MAE
UMTS Cell Common Channel Reconfiguration Failed,,the Cell Common Channel Reconfiguration Failed in the Universal Mobile Telecommunications System,Configuration,Failure,Functional,MAE
Configuration Data Inconsistency,,the Configuration Data was Inconsistent,Configuration,Info,Functional,MAE
GTPU Tunnel Path Broken,,the Tunnel Path Broke in the General Packet Radio Service Tunneling Protocol in User Plane,Software,Failure,Networking,MAE
CF DWDM Door Open,,a Door was Opened at the Dense Wavelength Division Multiplexing of the Critical Facility,Hardware,Emergency,Functional,MAE
GSM Local Cell Capability Decline,,a Decline was detected at the local cell capability of the Global System for Mobile Communications,Software,Info,Functional,MAE
CF HU3 Rectifier Fault,,the Rectifier Failed in the Critical Facility,Hardware,Failure,Functional,MAE
Remote SCCP failure,,the Remote Signaling Connection Control Part failed,Software,Failure,Networking,MAE
M3UA association set fault,,the association set failed for the Message Transfer User Adaptation Layer,Hardware,Failure,Functional,MAE
M3UA SCTP fault,,the Stream Control Transmission Protocol failed for the Message Transfer User Adaptation Layer,Software,Failure,Networking,MAE
M3UA association fault,,the Message Transfer User Adaptation Layer association failed,Hardware,Failure,Functional,MAE
The path status of M3UA SCTP association fault,,The path status failed of Message Transfer User Adaptation Layer Stream Control Transmission Protocol association,Software,Info,Networking,MAE
Cabinet Air Outlet Temperature Unacceptable,,the Cabinet Air Outlet Temperature was Unacceptable,Hardware,Info,Functional,MAE
RF Unit Working Mode and Board Capability Mismatch,,a Mismatch occurred between the Working Mode and Board Capability of the Radio Frequency Unit,Software,Failure,Networking,MAE
CF DWDM Generator2 Failure,,the second Diesel Generator Failed in the Dense Wavelength Division Multiplexing of the Critical Facility,Power,Failure,Functional,MAE
RF Unit Runtime Topology Error,,a Runtime Topology Error was recorded in the radio Frequency Unit,Software,Info,Functional,MAE
CF EM Mains Failure,,the Mains Failed at the Critical Facility Equipment Management,Power,Info,Functional,MAE
PTP BVC Faulty,,the Precision Time Protocol Base Station System General Packet Radio Service Protocol virtual connection was Faulty,Software,Info,Functional,MAE
CF DWDM Generator Failure,,the Diesel Generator Failed at the Dense Wavelength Division Multiplexing of the Critical Facility,Power,Failure,Functional,MAE
The User in the SMManagers Group Changes a User's Password,,The User in the Security Managers Group Changes a User Password,Security,Info,Functional,MAE
CF Mains Continuous Failure,,a Continuous Mains Failure occurred at the Critical Facility,Power,Info,Functional,MAE
Number of Subscribers Approaching the Threshold Specified by the License,,Many Subscribers Approached the Threshold Specified by the License,Software,Info,Functional,MAE
CF Generator3 ON,,the third Generator was started in the Critical Facility,Power,Info,Functional,MAE
CF Generator5 On,,the fifth Generator was started in the Critical Facility,Power,Info,Functional,MAE
CF Zone 2 Fire Alarm Panel Fault,,a Fire Alarm sounded at the second zone Panel in the Critical Facility,Hardware,Emergency,Functional,MAE
CF Power Room High Temperature 2,,a High Temperature was recorded in the Power room of the critical Facility,Hardware,Info,Functional,MAE
Fire Alarm,,Fire Alarm sounded,Hardware,Emergency,Functional,MAE
Data Configuration Exceeding Licensed Limit,,the Data Configuration Exceeded the Licensed Limit,Configuration,Info,Functional,MAE
License on Trial,,the License is on Trial mode,Software,Info,Functional,MAE
No License Running in System,,No License was found in System,Software,Info,Functional,MAE
CF Power Room3 Fire Alarm,,a Fire Alarm sounded in the third Power Room of the Critical Facility,Hardware,Emergency,Functional,MAE
Board Not In Position,,the Board was Not In the proper Position,Hardware,Info,Functional,MAE
GSM KPI Exceed Threshold,,the Global System for Mobile Communications Key Performance Indicators Exceeded the Threshold,Software,Info,Functional,MAE
LI HW X2 Interface Link Status Fault,,a Link Status Failed at the Hardware Interface between the evolved telecom node Interface,Hardware,Failure,Networking,MAE
RET Antenna Not Calibrated,,the remote electrical tilting unit Antenna was Not Calibrated,Configuration,Info,Functional,MAE
RF Unit ALD Switch Configuration Mismatch,,a Configuration Mismatch occurred at the switch of the Antenna Line Device in the Radio Frequency Unit,Configuration,Failure,Functional,MAE
SCCP DSP Congestion,,the Signaling Connection Control Part Digital signal processing was Congested,Software,Info,Functional,MAE
SCTP path failure,,the path failed in the Stream Control Transmission Protocol,Software,Failure,Networking,MAE
M3UA link failure,,a link failed in the Message Transfer User Adaptation Layer,Hardware,Failure,Networking,MAE
SCCP SSN Paused,,Signaling Connection Control Part Subsystem Number Paused,Software,Info,Functional,MAE
SCCP DSP Inaccessible,,Signaling Connection Control Part Digital signal processing was Inaccessible,Software,Info,Functional,MAE
H.248 SCTP link transmission quality failure,,a link transmission quality failed in the Gateway Control Protocol Stream Control Transmission Protocol,Software,Failure,Networking,MAE
H.248 signaling link fault,,Gateway Control Protocol signaling link failed,Software,Failure,Networking,MAE
RF Unit Power Surge Protector Fault,,the power surge protector failed in the Radio Frequency Unit,Hardware,Info,Functional,MAE
M3UA Signaling Link Failed,,Message Transfer User Adaptation Layer Signaling Link Failed,Software,Failure,Networking,MAE
The license resource exceeds the threshold,,The license resource exceeded the threshold,Software,Info,Functional,MAE
